Id,CreatedDate,Service_Application,Number_of_Repairs,Project,Repair_Activity,Repair_Area,Status,Contractor_Bid,Priority,Quick_Notes,Repair_Cost
repair_545,2025-03-05 20:29:10,service_app_264,,project_19,,Kitchen,Work Completed,contractor_bid_34,High,Install new Cabinetry and countertop to the kitchen,
repair_546,2025-03-05 20:29:10,service_app_264,1.0,project_19,,Plumbing,Work Completed,contractor_bid_34,,Repair  Plumbing,
repair_547,2025-03-05 20:33:01,service_app_264,1.0,project_19,Dishwasher,Appliances,Work Completed,contractor_bid_34,High,,
repair_548,2025-03-17 16:10:07,service_app_295,1.0,project_10,,Drywall,Work Completed,contractor_bid_22,High,Repair Drywall in Basement,
repair_549,2025-03-18 14:44:22,service_app_258,1.0,,,Gutters,Assigned,,,Install Corresponding downspouts to existing gutter,
repair_550,2025-03-18 14:37:58,service_app_258,1.0,,,Grab Bars/Railings,Assigned,,High,Install Grab bars to the Bathroom,
repair_551,2025-03-18 14:41:15,service_app_258,1.0,,replace vanity,Bathroom,Assigned,contractor_bid_18,Medium,Install new Vinyl in Half Bathroom,
repair_552,2025-03-18 14:41:54,service_app_258,1.0,,,Grab Bars/Railings,Assigned,contractor_bid_18,Medium,Install new Handrail on the interior steps,
repair_553,2025-03-18 14:33:18,service_app_258,1.0,,,Kitchen,Assigned,,Medium,Repair Kitchen Floor at Door Threshold,
repair_554,2025-03-18 14:34:16,service_app_258,1.0,,,Kitchen,Assigned,contractor_bid_18,Medium,Install new Vinyl in the Kitchen,
repair_555,2025-03-18 14:34:59,service_app_258,1.0,,,Kitchen,Assigned,contractor_bid_18,High,repair Kitchen Cabinetry countertop and Backsplash by removing old tile and damaged cabinetry,
repair_556,2025-03-18 14:36:13,service_app_258,1.0,,,Kitchen,Assigned,contractor_bid_18,Medium,Paint Kitchen Corner,
repair_557,2025-03-18 14:36:48,service_app_258,1.0,,,Kitchen,Assigned,contractor_bid_18,Medium,3 GFCI-Plus,
repair_558,2025-03-18 14:37:09,service_app_258,1.0,,convert tub to shower,Bathroom,Assigned,,High,Install new step shower,
repair_559,2025-03-18 14:38:53,service_app_258,1.0,,Replacement,Windows,Assigned,contractor_bid_18,Medium,Install frosted window in Bathroom,
repair_560,2025-03-18 14:39:34,service_app_258,1.0,,,Bathroom,Assigned,contractor_bid_18,Medium,Install new 18 Inch storage vanity W/faucet top,
repair_561,2025-03-18 14:45:58,service_app_258,1.0,,Minor,Electrical,Assigned,contractor_bid_18,Medium,Remove Baseboard heater and add trim and disconnected from electrical box,
repair_562,2025-03-18 14:42:36,service_app_258,1.0,,Critical,Electrical,Assigned,contractor_bid_18,High,Install new Electrical Box,
repair_563,2025-03-18 14:43:08,service_app_258,1.0,,,Doors/Locks,Assigned,contractor_bid_18,Medium,Install new Crawlspace door,
repair_564,2025-03-18 14:45:12,service_app_258,1.0,,,Exterior,Assigned,,Medium,repair crumbling stone chimney,
repair_565,2025-03-18 14:47:07,service_app_258,1.0,,,Drywall,Assigned,contractor_bid_18,High,Repair Drywall underneath electrical panel,
repair_566,2025-03-18 16:18:45,service_app_296,1.0,project_26,,Cabinets,Work Completed,contractor_bid_43,High,Install new Cabinetry and countertop to the kitchen,
repair_567,2025-06-24 14:17:42,service_app_318,,project_8,,Flooring,Work Completed,contractor_bid_19,High,,
repair_568,2025-06-24 14:17:13,service_app_318,,project_8,Minor,Plumbing,Work Completed,contractor_bid_19,Medium,,
repair_569,2025-06-24 19:32:59,service_app_298,7.0,project_9,Replacement,Windows,Work Completed,,Medium,,
repair_570,2025-06-24 19:20:18,service_app_299,1.0,project_27,,Fence/Gate(s),Work Completed,contractor_bid_20,Medium,,
repair_571,2025-06-24 19:21:08,service_app_299,1.0,project_27,,Deck/Porch,Work Completed,contractor_bid_20,Medium,,
repair_572,2025-06-24 19:22:08,service_app_299,1.0,project_27,,Exterior,Work Completed,contractor_bid_20,,,
repair_573,2025-06-24 19:51:48,service_app_295,,project_10,,Kitchen,Work Completed,contractor_bid_22,,,
repair_574,2025-06-24 19:52:49,service_app_295,,project_10,,Cabinets,Work Completed,contractor_bid_22,,,
repair_575,2025-06-24 20:09:47,service_app_295,,project_10,Critical,HVAC,Work Completed,contractor_bid_23,Medium,,
repair_576,2025-06-25 15:37:54,service_app_232,,,Install,Ramps/Lifts,Work Completed,,High,,
repair_577,2025-06-25 15:39:10,service_app_232,,,,Ceiling,Work Completed,,Medium,,
repair_578,2025-06-25 19:26:07,service_app_261,,project_12,,Flooring,Work Completed,contractor_bid_25,Medium,,
repair_579,2025-06-25 19:27:25,service_app_261,,project_12,Exterior,Doors/Locks,Work Completed,contractor_bid_25,High,,
repair_580,2025-06-25 19:28:24,service_app_261,,project_12,,Concrete,Work Completed,contractor_bid_25,Medium,,
repair_581,2025-06-26 17:52:02,service_app_297,,project_13,,HVAC,Work Completed,contractor_bid_27,,,
repair_582,2025-06-26 18:18:15,service_app_297,,project_13,Replacement,Waterheater,Work Completed,contractor_bid_26,High,,
repair_583,2025-06-26 17:49:36,service_app_297,,project_13,,Kitchen,Work Completed,contractor_bid_26,Medium,,
repair_584,2025-06-26 17:47:42,service_app_297,,project_13,,Bathroom,Work Completed,contractor_bid_26,High,,
repair_585,2025-06-26 17:51:19,service_app_297,1.0,project_13,,Gutters,Work Completed,contractor_bid_26,Medium,-Repair Exterior Shutters,
repair_586,2025-06-26 17:51:19,service_app_297,,project_13,Critical,HVAC,Work Completed,contractor_bid_27,High,-Installation of a new 2- ton split heat pump system 14 seer with a new thermostat,
repair_587,2025-06-26 18:19:22,service_app_297,,project_13,,Doors/Locks,Work Completed,contractor_bid_26,,,
repair_588,2025-06-26 18:29:56,service_app_297,,project_13,,Fence/Gate(s),Work Completed,contractor_bid_26,,,
repair_589,2025-06-26 18:31:47,service_app_297,,project_13,Exterior,Painting,Work Completed,contractor_bid_26,,,
repair_590,2025-06-26 18:32:28,service_app_297,,project_13,,Siding,Work Completed,contractor_bid_26,,,
repair_591,2025-06-26 18:34:09,service_app_297,,project_13,,Siding,Work Completed,contractor_bid_26,,,
repair_592,2025-06-27 20:18:26,service_app_255,1.0,project_14,replace toilet with comfort height ADA toilet,Bathroom,Work Completed,contractor_bid_28,High,Remodel Bathroom: With all necessary ADA compliant accessories  -Install New Step in Shower with Grab bars  -Install New Flooring  -Install New Comfort Height Toilet,
repair_593,2025-06-27 20:18:26,service_app_255,,project_14,,Cabinets,Work Completed,contractor_bid_28,High,-Demo Existing Kitchen Cabinets,
repair_594,2025-06-27 20:18:26,service_app_255,1.0,project_14,Security door,Doors/Locks,Work Completed,contractor_bid_28,High,Install New Security Door in Rear,
repair_595,2025-06-27 20:18:26,service_app_255,1.0,project_14,,Flooring,Work Completed,contractor_bid_28,High,"-Install New Vinyl Plank Flooring in HLLWY, LVNG RM, KTCHN, BTHRM adding transitions at BDRMS & DN",
repair_596,2025-06-27 20:18:26,service_app_255,,project_14,,Gutters,Work Completed,contractor_bid_28,Medium,Install New Gutter w/ downspouts and Gutter Guards,
repair_597,2025-06-27 20:18:26,service_app_255,1.0,project_14,,Kitchen,Work Completed,contractor_bid_29,High,Install New Kitchen Cabinetry including countertops knobs & trim,
repair_598,2025-06-27 20:18:26,service_app_255,8.0,project_14,,Windows,Work Completed,contractor_bid_28,High,Replace 8 New Windows,
repair_599,2025-06-30 15:03:45,service_app_242,1.0,project_15,,Appliances,Work Completed,contractor_bid_30,Medium,Vent hood,
repair_600,2025-06-30 15:03:45,service_app_242,1.0,project_15,,Bathroom,Work Completed,contractor_bid_30,High,"Remove existing tile on floor & wall  -Repair drywall, Paint  -Install New Flooring  -Install New Step In-Shower Vanity/Sink Comfort Height Toilet & Vent Fan",
repair_601,2025-06-30 15:03:45,service_app_242,,project_15,,Doors/Locks,Work Completed,contractor_bid_30,,,
repair_602,2025-06-30 15:03:45,service_app_242,1.0,project_15,,Exterior,Work Completed,contractor_bid_30,Medium,Repair & Paint Fascia & Soffit  -Replace Front Porch Posts w/ Wood Columns,
repair_603,2025-06-30 15:03:45,service_app_242,1.0,project_15,,Kitchen,Work Completed,contractor_bid_30,High,Replace Kitchen Countertop -Reattach Knobs Repair Doors & Hardware  -Install Appliances -Install New Backsplash,
repair_604,2025-06-30 15:03:45,service_app_242,9.0,project_15,Replacement,Windows,Work Completed,contractor_bid_30,,Replace 9 Windows to included front facing windows & BTHRM & KTCHN,
repair_605,2025-06-30 15:04:59,service_app_242,1.0,project_15,,Appliances,Work Completed,contractor_bid_30,Medium,Oven,
repair_606,2025-07-01 19:17:36,service_app_252,1.0,project_18,replace toilet with comfort height ADA toilet,Bathroom,Work Completed,contractor_bid_33,High,install new Toilet in Large Bathroom,
repair_607,2025-07-01 19:17:36,service_app_252,2.0,project_18,Exterior,Doors/Locks,Work Completed,contractor_bid_33,High,Install Security door/ Front / Side levered door locks,
repair_608,2025-07-01 19:17:36,service_app_252,1.0,project_18,,Flooring,Work Completed,contractor_bid_33,High,Install Vinyl flooring LVR area,
repair_609,2025-07-01 19:17:36,service_app_252,1.0,project_18,,Kitchen,Work Completed,contractor_bid_33,Medium,Install New Countertop Kitchen,
repair_610,2025-07-01 19:17:36,service_app_252,1.0,project_18,Replacement,Roof,Work Completed,contractor_bid_33,Critical,Install Roofing Shingle,
repair_611,2025-07-01 19:17:36,service_app_252,1.0,project_18,,Siding,Work Completed,contractor_bid_33,Low,- Paint Exterior Siding,
repair_612,2025-07-01 18:06:28,service_app_292,1.0,project_17,Refrigerator,Appliances,Work Completed,contractor_bid_32,Medium,,
repair_613,2025-07-01 18:06:28,service_app_292,1.0,project_17,,Bathroom,Work Completed,contractor_bid_32,High,"-Remove tile ? Add Dry wall & paint   -Install New Tiled Step in Shower with a Bench seat, soap dishes/cut-out w/ hand-held shower head, grab bars and additional BTHRM accessories   -Install New Comfort height toilet   -Reuse Vanity & top if possible",
repair_614,2025-07-01 18:06:29,service_app_292,2.0,project_17,,Doors/Locks,Work Completed,contractor_bid_32,,"nstall New Front & Rear Security Door w/ matching locks   -Install New Garage Door at Rear Garage opening (Automated if costs allow, Manual otherwise)",
repair_615,2025-07-01 18:06:29,service_app_292,1.0,project_17,,Flooring,Work Completed,contractor_bid_32,High,"Repair Damaged area in the subfloor in the HLLWY   -Remove Carpet and Install Vinyl flooring in LVNG RM DN, HLLWY, & KTCHN - add transitions at BDRMS, & trim",
repair_616,2025-07-01 18:06:29,service_app_292,1.0,project_17,,Kitchen,Work Completed,contractor_bid_32,,"Install New KTCHN Countertops   -Install New Appliances Hood Vent, Stove & Refrigerator   -Repair Cabinet Doors",
repair_617,2025-07-01 18:06:42,service_app_292,1.0,project_17,Stove,Appliances,Work Completed,contractor_bid_32,Medium,,
repair_618,2025-07-01 20:58:27,service_app_302,1.0,project_21,Stove,Appliances,Assigned,contractor_bid_35,High,,
repair_619,2025-07-01 20:58:27,service_app_302,,project_21,,Bathroom,Assigned,contractor_bid_35,Critical,-	Remodel Bathroom: With all necessary ADA compliant accessories,
repair_620,2025-07-01 20:58:27,service_app_302,1.0,project_21,Interior,Doors/Locks,Assigned,contractor_bid_35,,-	Install new lock on the bottom entry door,
repair_621,2025-07-01 20:58:27,service_app_302,1.0,project_21,Minor,Electrical,Assigned,contractor_bid_35,Medium,-	Install 2 GFCI  -	Install New Light above the sink,
repair_622,2025-07-01 20:58:27,service_app_302,1.0,project_21,,Exterior,Assigned,contractor_bid_35,Medium,-	-	Remove Satellite Dish,
repair_623,2025-07-01 20:58:27,service_app_302,1.0,project_21,,Flooring,Assigned,contractor_bid_35,,-	Remove the Carpet on the Steps and install new vinyl,
repair_624,2025-07-01 20:58:27,service_app_302,1.0,project_21,,Handrails,Assigned,contractor_bid_35,,-	Install new rail on the front porch,
repair_625,2025-07-01 20:58:27,service_app_302,1.0,project_21,,Kitchen,Assigned,contractor_bid_35,High,"-	Remove the old Cabinetry, countertop and ceramic sink   -	Install new countertop, ceramic sink and Cabinetry with new layout and sufficient storage",
repair_626,2025-07-01 20:58:27,service_app_302,1.0,project_21,,Gutters,Assigned,contractor_bid_35,High,-	Install New Gutters,
repair_627,2025-07-01 20:58:42,service_app_302,1.0,project_21,,Appliances,Assigned,contractor_bid_35,High,Vent hood,
repair_628,2025-07-02 16:13:56,service_app_250,,project_22,,Handrails,Work Completed,contractor_bid_38,High,,
repair_629,2025-07-02 16:14:40,service_app_250,,project_22,Test,Lead Safety,Work Completed,contractor_bid_14,High,,
repair_630,2025-07-03 18:40:33,service_app_259,1.0,project_24,,Bathroom,Work Completed,contractor_bid_41,High,REMODEL AHDA  -New Toilet  -New Flooring  -Paint Walls -Install New barrier free shower w/ bench seat & hand help shower head,
repair_631,2025-07-03 18:40:34,service_app_259,2.0,project_24,Exterior,Doors/Locks,Work Completed,contractor_bid_41,High,Replace 1 front door and 1 security door,
repair_632,2025-07-03 18:40:34,service_app_259,1.0,project_24,Fiber-Cement (Hardiboard),Exterior,Work Completed,contractor_bid_41,Medium,pour 1 concrete step,
repair_633,2025-07-03 18:40:34,service_app_259,1.0,project_24,,Flooring,Work Completed,contractor_bid_41,Medium,Remove Carpet in HLLWY & BDRMS -Remove Old KTCHN Flooring -Install vinyl plank Flooring throughout Upstairs LVR ? KTCHN BTHRM - BDRMS,
repair_634,2025-07-03 18:40:34,service_app_259,1.0,project_24,,Handrails,Work Completed,contractor_bid_41,High,Install Handrail in Front Porch,
repair_635,2025-07-03 18:40:34,service_app_259,1.0,project_24,,Kitchen,Work Completed,contractor_bid_41,Critical,Install new Bottom Cabinets in the color of the existing cabinetry  -Install New Countertop - Replace Sewer Lines,
repair_636,2025-07-03 18:40:34,service_app_259,1.0,project_24,Test,Lead Safety,Work Completed,,High,Lead Paint Inspection,
repair_637,2025-07-03 18:40:34,service_app_259,5.0,project_24,Replacement,Windows,Work Completed,contractor_bid_41,Critical,Install 5 new widows,
repair_638,2025-07-03 18:46:13,service_app_259,1.0,project_24,,Electrical,Work Completed,contractor_bid_41,Medium,,
repair_639,2025-07-03 18:51:08,service_app_259,,project_24,Critical,HVAC,Work Completed,contractor_bid_39,Critical,,
repair_640,2025-07-03 18:52:21,service_app_259,,project_24,Critical,Electrical,Work Completed,contractor_bid_40,Critical,,
repair_641,2025-07-03 19:46:44,service_app_244,1.0,project_4,,Concrete,Assigned,,Medium,-Install New Concrete Stairs,
repair_642,2025-07-03 19:46:44,service_app_244,1.0,project_4,Minor,Electrical,Assigned,,Low,-Install light at the Front Porch,
repair_643,2025-07-03 19:46:44,service_app_244,1.0,project_4,,Flooring,Assigned,,Medium,Remove old laminate flooring & Install Vinyl plank flooring in DNNG RM/HLLWY,
repair_644,2025-07-03 19:46:44,service_app_244,1.0,project_4,,Gutters,Assigned,,High,-Replace the Gutters including down spouts and Leaf Guards,
repair_645,2025-07-03 19:46:44,service_app_244,1.0,project_4,,Kitchen,Assigned,,Medium,-Install New Kitchen Countertop,
repair_646,2025-07-03 19:46:44,service_app_244,1.0,project_4,,Ramps/Lifts,Assigned,,Medium,Replace Attic Stairs  -Install 2 post column to the front porch,
repair_647,2025-07-03 19:46:44,service_app_244,6.0,project_4,,Windows,Assigned,,High,- Install 5 Windows LVR & BDRM/OFFC,
repair_648,2025-07-07 17:50:41,service_app_301,2.0,project_25,Interior,Doors/Locks,Work Completed,contractor_bid_42,Medium,-Install New Door Frames where necessary,
repair_649,2025-07-07 17:50:41,service_app_301,1.0,project_25,,Drywall,Work Completed,contractor_bid_42,Medium,Repair damaged wall in HLLWY,
repair_650,2025-07-07 17:50:41,service_app_301,1.0,project_25,,Flooring,Work Completed,contractor_bid_42,High,Remove DN and HLLWY carpet   -Install new vinyl plank flooring in HLLWY and DN,
repair_651,2025-07-07 17:50:41,service_app_301,1.0,project_25,,Kitchen,Work Completed,contractor_bid_42,Medium,Repair Door Threshold at Kitchen,
repair_652,2025-07-07 17:50:41,service_app_301,3.0,project_25,Interior,Painting,Work Completed,contractor_bid_42,Medium,1. Paint Existing Door frames in HLLWY 2. Paint hallway Dry wall 3. Apply  Paint Bedroom wall,
repair_653,2025-07-07 17:50:41,service_app_301,1.0,project_25,Interior,Doors/Locks,Work Completed,contractor_bid_42,Critical,-Widen BDRM Doorway to accommodate motorized wheelchair,
repair_654,2025-07-07 17:50:41,service_app_301,2.0,project_25,Landscaping,Yardwork,Work Completed,contractor_bid_42,Low,1. Cut tree in front Yard  2. Plant New Tree,
repair_655,2025-07-07 17:52:18,service_app_301,1.0,project_25,,Drywall,Work Completed,contractor_bid_42,Medium,Repair hole in the Bedroom wall,
repair_656,2025-07-08 15:24:06,service_app_235,1.0,project_2,Refrigerator,Appliances,Work Completed,contractor_bid_15,High,-Install New Refrigerator,
repair_657,2025-07-08 15:24:06,service_app_235,1.0,project_2,,Kitchen,Work Completed,contractor_bid_15,Medium,-Install New Kitchen Wall Cabinet Stained to match existing Cabinetry,
repair_658,2025-07-08 15:24:06,service_app_235,1.0,project_2,Interior,Doors/Locks,Work Completed,contractor_bid_15,Critical,Install New Lock on Front Entrance Door   -Install New Security Door & Entry Door on Rear Entrance all keyed alike,
repair_659,2025-07-08 15:24:06,service_app_235,1.0,project_2,,Drywall,Work Completed,contractor_bid_15,Medium,-Repair/Replace trim molding/quarter round on HLLWY/KTCHN wall,
repair_660,2025-07-08 15:24:49,service_app_235,1.0,project_2,Stove,Appliances,Work Completed,contractor_bid_15,High,Install New Range,
repair_661,2025-07-09 18:07:35,service_app_255,,project_14,Minor,Electrical,Work Completed,contractor_bid_46,Medium,,
repair_662,2025-07-09 18:06:06,service_app_255,,project_14,Test,Lead Safety,Work Completed,contractor_bid_45,High,,
repair_663,2025-07-21 15:51:05,service_app_310,1.0,project_28,,Kitchen,Assigned,contractor_bid_47,Medium,Install new Cabinetry and countertop to the kitchen,
repair_664,2025-07-21 15:51:16,service_app_310,1.0,project_28,,Kitchen,Assigned,contractor_bid_47,High,Install new Vinyl in the Kitchen,
repair_665,2025-07-21 15:51:24,service_app_310,1.0,project_28,Security door,Doors/Locks,Assigned,contractor_bid_47,,Install New Side Security & Entry Door,
repair_666,2025-07-21 15:51:58,service_app_310,1.0,project_28,Exterior,Doors/Locks,Assigned,contractor_bid_47,High,Install New front Storm Door,
repair_667,2025-07-21 15:52:22,service_app_310,1.0,project_28,convert tub to shower,Bathroom,Assigned,contractor_bid_47,Critical,"-	Install New Tiled Walk in Shower to include New faucet, Grab bars, Hand Held Shower Combo Kit",
repair_668,2025-07-21 15:53:13,service_app_310,1.0,project_28,replace flooring,Bathroom,Assigned,contractor_bid_47,Critical,Install New Vinyl Flooring,
repair_669,2025-07-21 15:53:42,service_app_310,1.0,project_28,,Handrails,Assigned,contractor_bid_47,High,Install Handrail to the front steps,
repair_670,2025-07-21 15:54:17,service_app_310,1.0,project_28,,Exterior,Assigned,contractor_bid_47,Medium,Repair Soffit at Corner,
repair_671,2025-07-28 17:58:52,service_app_242,,project_15,Test,Lead Safety,Work Completed,,High,,
repair_672,2025-07-30 16:01:46,service_app_315,1.0,project_29,Critical,Plumbing,Assigned,contractor_bid_49,High,Replace galvanized lines w/ PVC,
repair_673,2025-07-30 16:03:56,service_app_315,1.0,project_29,,Gutters,Assigned,contractor_bid_49,High,Install New 6? Gutters with corresponding downspouts,
repair_674,2025-07-30 15:54:35,service_app_315,1.0,project_29,Exterior,Doors/Locks,Assigned,contractor_bid_49,High,-Install New Side Entrance Door and Security Door w/ matching locks,
repair_675,2025-07-30 15:55:14,service_app_315,1.0,project_29,convert tub to shower,Bathroom,Assigned,contractor_bid_49,High,-Install New Tiled Step in Shower with bathroom accessories,
repair_676,2025-07-30 15:55:50,service_app_315,1.0,project_29,replace vanity,Bathroom,Assigned,contractor_bid_49,Medium,Install New Vanity and Toilet,
repair_677,2025-07-30 15:56:25,service_app_315,,project_29,replace toilet with comfort height ADA toilet,Bathroom,Assigned,contractor_bid_49,,Install new Toilet with comfortable Hight,
repair_678,2025-07-30 16:00:31,service_app_315,1.0,project_29,replace flooring,Bathroom,Assigned,contractor_bid_49,High,-Install New Flooring,
repair_679,2025-07-30 16:00:54,service_app_315,1.0,project_29,,Drywall,Assigned,contractor_bid_49,High,Remove old BTHRM Tile Drywall and Paint,
repair_680,2025-07-30 16:02:53,service_app_315,1.0,project_29,Replacement,Roof,Assigned,contractor_bid_49,Critical,-Install New Roofing Shingles,
repair_681,2025-07-30 16:04:14,service_app_315,1.0,project_29,,Handrails,Assigned,contractor_bid_49,Critical,Install New Railing on Front Porch Steps,
repair_682,2025-07-30 16:04:49,service_app_315,1.0,project_29,Test,Lead Safety,Assigned,contractor_bid_50,High,Lead Paint Inspection,
repair_683,2025-07-30 16:05:52,service_app_315,1.0,project_29,,Drywall,Assigned,contractor_bid_49,Critical,-Create or Install New Closet Opening & Closing System on BDRM closets openings,
repair_684,2025-08-11 18:42:12,service_app_202,1.0,project_30,replace faucet,Bathroom,Assigned,contractor_bid_51,,Install new Faucet,
repair_685,2025-08-11 18:41:41,service_app_202,1.0,project_30,convert tub to shower,Bathroom,Assigned,contractor_bid_51,Critical,Create Shower/Tub stall,
repair_686,2025-08-11 18:45:57,service_app_202,1.0,project_30,,Flooring,Assigned,contractor_bid_51,High,Install new Vinyl in the Kitchen,
repair_687,2025-08-11 18:48:15,service_app_202,1.0,project_30,,Exterior,Assigned,contractor_bid_51,,-	Trim Trees 20 ft away from home,
repair_688,2025-08-11 18:40:33,service_app_202,1.0,project_30,replace toilet with comfort height ADA toilet,Bathroom,Assigned,contractor_bid_51,High,Install New Toilet,
repair_689,2025-08-11 18:46:42,service_app_202,1.0,project_30,Test,Lead Safety,Assigned,contractor_bid_52,High,Lead Paint Inspection,
repair_690,2025-08-11 18:41:04,service_app_202,1.0,project_30,replace vanity,Bathroom,Assigned,contractor_bid_51,High,Install new Vanity,
repair_691,2025-08-11 18:42:33,service_app_202,1.0,project_30,,Bathroom,Assigned,contractor_bid_51,,Ensure Plumbing,
repair_692,2025-08-11 18:43:16,service_app_202,1.0,project_30,,Kitchen,Assigned,contractor_bid_51,High,"-	Install New Functional Kitchen: Cabinetry, Sink, Faucet, Countertop, Plumbing -	Install New Vinyl Flooring",
repair_693,2025-08-11 18:44:26,service_app_202,1.0,project_30,,Ceiling,Assigned,contractor_bid_51,High,-	Repair Bedroom Ceiling & Paint,
repair_694,2025-08-11 18:44:51,service_app_202,1.0,project_30,,Drywall,Assigned,contractor_bid_51,High,-	Repair Bedroom Walls & Paint,
repair_695,2025-08-11 18:45:25,service_app_202,1.0,project_30,,Flooring,Assigned,contractor_bid_51,High,-	Install New Vinyl Flooring  to the Bedroom,
repair_696,2025-08-11 18:46:14,service_app_202,1.0,project_30,,Deck/Porch,Assigned,contractor_bid_51,High,-	Construct Rear Deck & Porch,
repair_697,2025-08-11 18:47:13,service_app_202,2.0,project_30,Minor,Plumbing,Assigned,contractor_bid_51,Medium,Ensure Plumbing of Bathroom and Kitche,
repair_698,2025-09-23 16:18:51,service_app_315,1.0,project_29,Repair,HVAC,Assigned,,High,,
